start_date,end_date,day_index,date,price_usd,weight
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,0.0,2021-01-01T00:00:00.000000,29401.999999999483,0.00494232760358508
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,1.0,2021-01-02T00:00:00.000000,32225.909999999603,0.004942327603569647
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,2.0,2021-01-03T00:00:00.000000,33417.71999999981,0.004942327603407737
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,3.0,2021-01-04T00:00:00.000000,32039.989999999754,0.004605576013516207
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,4.0,2021-01-05T00:00:00.000000,34085.6299999996,0.00426882442349512
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,5.0,2021-01-06T00:00:00.000000,36425.88999999985,0.003932072833736904
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,6.0,2021-01-07T00:00:00.000000,39505.559999999685,0.0035953212439611957
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,7.0,2021-01-08T00:00:00.000000,40690.9499999998,0.0032585696541880607
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,8.0,2021-01-09T00:00:00.000000,40435.5299999996,0.0029218180644406473
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,9.0,2021-01-10T00:00:00.000000,38448.979999999916,0.0029218180644406473
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,10.0,2021-01-11T00:00:00.000000,35514.10999999992,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,11.0,2021-01-12T00:00:00.000000,33780.07999999978,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,12.0,2021-01-13T00:00:00.000000,37322.95999999971,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,13.0,2021-01-14T00:00:00.000000,39277.249999999796,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,14.0,2021-01-15T00:00:00.000000,36614.99999999953,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,15.0,2021-01-16T00:00:00.000000,36343.94999999963,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,16.0,2021-01-17T00:00:00.000000,35808.76999999997,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,17.0,2021-01-18T00:00:00.000000,36742.47999999978,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,18.0,2021-01-19T00:00:00.000000,36298.5599999996,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,19.0,2021-01-20T00:00:00.000000,35607.9999999996,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,20.0,2021-01-21T00:00:00.000000,31092.539999999975,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,21.0,2021-01-22T00:00:00.000000,32893.0099999999,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,22.0,2021-01-23T00:00:00.000000,32083.779999999708,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,23.0,2021-01-24T00:00:00.000000,32273.89999999959,0.0029218180644406473
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,24.0,2021-01-25T00:00:00.000000,32472.429999999833,0.002921818064440837
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,25.0,2021-01-26T00:00:00.000000,32553.19999999965,0.0029218180644415013
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,26.0,2021-01-27T00:00:00.000000,30454.30999999967,0.00292181806444283
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,27.0,2021-01-28T00:00:00.000000,33460.059999999525,0.00292181806444283
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,28.0,2021-01-29T00:00:00.000000,34337.44999999979,0.00292181806444283
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,29.0,2021-01-30T00:00:00.000000,34370.62999999979,0.00292181806444283
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,30.0,2021-01-31T00:00:00.000000,33186.339999999946,0.0029218180644430196
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,31.0,2021-02-01T00:00:00.000000,33632.519999999575,0.0029218180644433995
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,32.0,2021-02-02T00:00:00.000000,35561.039999999775,0.002921818064442735
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,33.0,2021-02-03T00:00:00.000000,37674.159999999705,0.0029218180644414063
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,34.0,2021-02-04T00:00:00.000000,36979.18999999982,0.0029218180644414063
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,35.0,2021-02-05T00:00:00.000000,37933.979999999996,0.0029218180644414063
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,36.0,2021-02-06T00:00:00.000000,39351.009999999784,0.0029218180644414063
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,37.0,2021-02-07T00:00:00.000000,38949.819999999694,0.0029218180644411218
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,38.0,2021-02-08T00:00:00.000000,46349.60999999974,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,39.0,2021-02-09T00:00:00.000000,46514.72999999991,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,40.0,2021-02-10T00:00:00.000000,45076.22999999982,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,41.0,2021-02-11T00:00:00.000000,47824.82999999975,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,42.0,2021-02-12T00:00:00.000000,47616.61999999974,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,43.0,2021-02-13T00:00:00.000000,47127.49999999993,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,44.0,2021-02-14T00:00:00.000000,49133.69999999993,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,45.0,2021-02-15T00:00:00.000000,47973.89999999981,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,46.0,2021-02-16T00:00:00.000000,49103.429999999935,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,47.0,2021-02-17T00:00:00.000000,52212.559999999525,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,48.0,2021-02-18T00:00:00.000000,51665.879999999546,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,49.0,2021-02-19T00:00:00.000000,55899.98999999963,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,50.0,2021-02-20T00:00:00.000000,56036.24999999963,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,51.0,2021-02-21T00:00:00.000000,57479.23999999983,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,52.0,2021-02-22T00:00:00.000000,53524.96999999946,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,53.0,2021-02-23T00:00:00.000000,48866.74999999977,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,54.0,2021-02-24T00:00:00.000000,49737.81999999955,0.0029218180644405524
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,55.0,2021-02-25T00:00:00.000000,47013.749999999774,0.0029218180644406473
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,56.0,2021-02-26T00:00:00.000000,46461.979999999676,0.0029218180644506125
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,57.0,2021-02-27T00:00:00.000000,46295.87999999992,0.002921818064798254
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,58.0,2021-02-28T00:00:00.000000,45122.7299999995,0.0029218180708836497
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,59.0,2021-03-01T00:00:00.000000,49593.849999999926,0.0029218182159228634
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,60.0,2021-03-02T00:00:00.000000,48511.59999999949,0.002921820549549608
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,61.0,2021-03-03T00:00:00.000000,50443.70999999975,0.0029218673173210838
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,62.0,2021-03-04T00:00:00.000000,48484.23999999966,0.0029222030398946414
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,63.0,2021-03-05T00:00:00.000000,48880.00999999961,0.0029252743396993913
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,64.0,2021-03-06T00:00:00.000000,48919.08999999998,0.0029369722258829963
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,65.0,2021-03-07T00:00:00.000000,51156.409999999625,0.0029691735627887365
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,66.0,2021-03-08T00:00:00.000000,52282.95999999993,0.0029041507679052514
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,67.0,2021-03-09T00:00:00.000000,54687.81999999964,0.002856713512831018
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,68.0,2021-03-10T00:00:00.000000,56289.999999999694,0.002824643631685292
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,69.0,2021-03-11T00:00:00.000000,57979.849999999715,0.002796671789026944
2021-01-01T00:00:00.000000,2021-12-31T00:00:00.000000,70.0,2021-03-12T00:00:00.000000,57370.639999999985,0.0027671711944389633
